sample_id,frame_id,cx,cy,width,height,area
54,4,0.9791666666666666,0.3282005208333333,0.041666666666666664,0.05619010416666663,0.00234125
55,4,0.3914814814814815,0.8066953124999999,0.17555555555555552,0.13089322916666682,0.02297903
56,4,0.753087962962963,0.9114583333333333,0.13734722222222237,0.0859375,0.01180328
56,5,0.27486574074074077,0.9066822916666666,0.1522685185185185,0.14719791666666673,0.02241361
57,5,0.20663888888888884,0.6821380208333332,0.14111574074074076,0.1158984375000001,0.01635509
58,5,0.3096296296296296,0.713375,0.06370370370370364,0.06925000000000008,0.00441148
59,5,0.374537037037037,0.586015625,0.16944444444444445,0.11140625000000011,0.01887717
60,5,0.5102777777777777,0.62096875,0.16314814814814818,0.10735416666666656,0.01751463
61,5,0.5241666666666667,0.5142473958333333,0.14277777777777786,0.09912239583333342,0.01415248
62,5,0.7926851851851852,0.40951041666666665,0.2427777777777777,0.10526822916666667,0.02555679
63,5,0.954722222222222,0.38987760416666667,0.09055555555555563,0.07537760416666658,0.00682586
64,5,0.9791666666666666,0.3282005208333333,0.041666666666666664,0.05619010416666663,0.00234125
65,5,0.3914814814814815,0.8066953124999999,0.17555555555555552,0.13089322916666682,0.02297903
66,5,0.753087962962963,0.9114583333333333,0.13734722222222237,0.0859375,0.01180328
66,6,0.8702962962962961,0.5183020833333333,0.1580555555555555,0.14334375000000002,0.02265628
67,6,0.48870370370370364,0.4472083333333333,0.12151851851851853,0.13160937500000003,0.01599298
68,6,0.838574074074074,0.6134062499999999,0.18084259259259264,0.14247916666666657,0.02576630
69,6,0.9097592592592593,0.7961927083333333,0.10777777777777797,0.1484427083333335,0.01599883
70,6,0.6509074074074074,0.47184895833333335,0.09934259259259257,0.1217447916666666,0.01209444
71,6,0.6589814814814815,0.8215416666666666,0.09645370370370378,0.08432812500000005,0.00813376
72,6,0.587537037037037,0.8781666666666667,0.0743333333333333,0.08763020833333321,0.00651385
73,6,0.18823148148148144,0.5768125,0.10809259259259257,0.14990625000000007,0.01620376
74,6,0.27685185185185185,0.6424479166666666,0.07222222222222222,0.07864583333333339,0.00567998
75,6,0.20509259259259258,0.6854166666666666,0.11203703703703706,0.08229166666666661,0.00921971
76,6,0.6972222222222222,0.8919270833333333,0.1111111111111111,0.0734375,0.00815972
77,6,0.9652777777777778,0.903125,0.06944444444444445,0.06666666666666679,0.00462963
78,6,0.6872222222222223,0.9353541666666667,0.058101851851851904,0.07131250000000015,0.00414339
79,6,0.6375648148148149,0.9300052083333332,0.04542592592592582,0.06417708333333323,0.00291530
80,6,0.7310648148148147,0.9719010416666667,0.050712962962962946,0.04813541666666658,0.00244109
80,7,0.5057942708333333,0.8803101851851851,0.03144010416666667,0.1460092592592591,0.00459055
81,7,0.0400859375,0.45465277777777774,0.07389583333333331,0.10210185185185183,0.00754490
82,7,0.47271874999999997,0.8140601851851851,0.039291666666666634,0.08104166666666686,0.00318426
83,7,0.3284375,0.7546203703703702,0.05722135416666667,0.14756944444444445,0.00844412
84,7,0.022888020833333335,0.6506481481481482,0.04577604166666667,0.11199074074074072,0.00512649
85,7,0.033169270833333334,0.23068055555555553,0.06633854166666667,0.12041666666666664,0.00798827
86,7,0.3616536458333333,0.7731481481481481,0.0514322916666667,0.10185185185185175,0.00523847
87,7,0.28678385416666663,0.6099537037037036,0.0462239583333333,0.14120370370370366,0.00652699
88,7,0.3274739583333333,0.5289351851851851,0.0377604166666667,0.10648148148148143,0.00402079
89,7,0.52815625,0.8436203703703703,0.027205729166666616,0.10096296296296303,0.00274677
89,8,0.3402777777777778,0.27057291666666666,0.07314814814814813,0.0421875,0.00308594
89,9,0.6597222222222222,0.27057291666666666,0.0731481481481481,0.0421875,0.00308594
89,10,0.5057942708333333,0.8803101851851851,0.03144010416666667,0.1460092592592591,0.00459055
90,10,0.0400859375,0.45465277777777774,0.07389583333333331,0.10210185185185183,0.00754490
91,10,0.47271874999999997,0.8140601851851851,0.039291666666666634,0.08104166666666686,0.00318426
92,10,0.3284375,0.7546203703703702,0.05722135416666667,0.14756944444444445,0.00844412
93,10,0.022888020833333335,0.6506481481481482,0.04577604166666667,0.11199074074074072,0.00512649
94,10,0.033169270833333334,0.23068055555555553,0.06633854166666667,0.12041666666666664,0.00798827
95,10,0.3616536458333333,0.7731481481481481,0.0514322916666667,0.10185185185185175,0.00523847
96,10,0.28678385416666663,0.6099537037037036,0.0462239583333333,0.14120370370370366,0.00652699
97,10,0.3274739583333333,0.5289351851851851,0.0377604166666667,0.10648148148148143,0.00402079
98,10,0.52815625,0.8436203703703703,0.027205729166666616,0.10096296296296303,0.00274677
98,11,0.27486574074074077,0.9066822916666666,0.1522685185185185,0.14719791666666673,0.02241361
99,11,0.20663888888888884,0.6821380208333332,0.14111574074074076,0.1158984375000001,0.01635509
100,11,0.3096296296296296,0.713375,0.06370370370370364,0.06925000000000008,0.00441148
101,11,0.374537037037037,0.586015625,0.16944444444444445,0.11140625000000011,0.01887717
102,11,0.5102777777777777,0.62096875,0.16314814814814818,0.10735416666666656,0.01751463
103,11,0.5241666666666667,0.5142473958333333,0.14277777777777786,0.09912239583333342,0.01415248
104,11,0.7926851851851852,0.40951041666666665,0.2427777777777777,0.10526822916666667,0.02555679
105,11,0.954722222222222,0.38987760416666667,0.09055555555555563,0.07537760416666658,0.00682586
106,11,0.9791666666666666,0.3282005208333333,0.041666666666666664,0.05619010416666663,0.00234125
107,11,0.3914814814814815,0.8066953124999999,0.17555555555555552,0.13089322916666674,0.02297903
108,11,0.753087962962963,0.9114583333333333,0.1373472222222223,0.0859375,0.01180328
108,12,0.6597222222222222,0.27057291666666666,0.0731481481481481,0.0421875,0.00308594
108,13,0.48485156249999994,0.6160694444444444,0.03637239583333329,0.1447083333333334,0.00526339
109,13,0.4111536458333333,0.5995046296296296,0.04713541666666665,0.1848101851851851,0.00871111
110,13,0.4409296875,0.5950833333333334,0.020052083333333394,0.13730555555555557,0.00275326
111,13,0.4609817708333333,0.6128287037037037,0.02335156250000008,0.17280092592592589,0.00403517
112,13,0.2295130208333333,0.4461805555555556,0.059721354166666615,0.1621203703703704,0.00968205
113,13,0.3277786458333333,0.3930694444444444,0.0375,0.11694907407407414,0.00438559
114,13,0.21206510416666666,0.7339814814814816,0.0671875,0.22833333333333314,0.01534115
115,13,0.143359375,0.7374537037037038,0.07699739583333334,0.22910185185185192,0.01764025
116,13,0.10290885416666666,0.6762916666666666,0.057377604166666665,0.1994907407407408,0.01144630
117,13,0.06002604166666666,0.533537037037037,0.05494791666666667,0.13312962962962965,0.00731520
118,13,0.013802083333333331,0.818287037037037,0.027604166666666662,0.09675925925925936,0.00267096
118,14,0.8702962962962961,0.5183020833333333,0.1580555555555555,0.14334375000000002,0.02265628
119,14,0.48870370370370364,0.4472083333333333,0.12151851851851853,0.13160937500000003,0.01599298
120,14,0.838574074074074,0.6134062499999999,0.18084259259259264,0.14247916666666657,0.02576630
121,14,0.9097592592592593,0.7961927083333333,0.10777777777777797,0.1484427083333335,0.01599883
122,14,0.6509074074074074,0.47184895833333335,0.09934259259259257,0.1217447916666666,0.01209444
123,14,0.6589814814814815,0.8215416666666666,0.09645370370370378,0.08432812499999995,0.00813376
124,14,0.587537037037037,0.8781666666666667,0.0743333333333333,0.08763020833333321,0.00651385
125,14,0.18823148148148144,0.5768125,0.10809259259259257,0.14990625000000007,0.01620376
126,14,0.27685185185185185,0.6424479166666666,0.07222222222222222,0.07864583333333339,0.00567998
127,14,0.20509259259259258,0.6854166666666666,0.11203703703703705,0.08229166666666661,0.00921971
128,14,0.6972222222222222,0.8919270833333333,0.1111111111111111,0.0734375,0.00815972
129,14,0.9652777777777778,0.903125,0.06944444444444445,0.06666666666666679,0.00462963
130,14,0.6872222222222223,0.9353541666666667,0.058101851851851904,0.07131250000000015,0.00414339
131,14,0.6375648148148149,0.9300052083333332,0.04542592592592582,0.06417708333333323,0.00291530
132,14,0.7310648148148147,0.9719010416666667,0.050712962962962946,0.04813541666666658,0.00244109
132,15,0.48485156249999994,0.6160694444444444,0.03637239583333329,0.1447083333333334,0.00526339
133,15,0.4111536458333333,0.5995046296296296,0.04713541666666661,0.1848101851851851,0.00871111
134,15,0.4409296875,0.5950833333333334,0.020052083333333394,0.13730555555555557,0.00275326
135,15,0.4609817708333333,0.6128287037037037,0.02335156250000008,0.17280092592592589,0.00403517
136,15,0.2295130208333333,0.4461805555555556,0.059721354166666615,0.1621203703703704,0.00968205
137,15,0.3277786458333333,0.3930694444444444,0.0375,0.11694907407407414,0.00438559
138,15,0.21206510416666666,0.7339814814814816,0.0671875,0.22833333333333314,0.01534115
139,15,0.143359375,0.7374537037037038,0.07699739583333334,0.22910185185185192,0.01764025
140,15,0.10290885416666666,0.6762916666666666,0.057377604166666665,0.19949074074074089,0.01144630
141,15,0.06002604166666666,0.533537037037037,0.05494791666666667,0.13312962962962965,0.00731520
142,15,0.013802083333333331,0.818287037037037,0.027604166666666662,0.09675925925925936,0.00267096
142,16,0.8560185185185186,0.4550416666666666,0.09166666666666666,0.10059375,0.00922109
143,16,0.6570601851851853,0.4588828124999999,0.11736111111111111,0.09681770833333339,0.01136263
144,16,0.6725694444444444,0.5258880208333333,0.11597222222222223,0.07869531250000002,0.00912647
145,16,0.4334490740740741,0.5586276041666667,0.12384259259259255,0.09524218749999988,0.01179504
146,16,0.31018518518518523,0.5031536458333333,0.12037037037037047,0.06556770833333339,0.00789241
147,16,0.37141203703703707,0.45725781249999997,0.06458333333333334,0.04706510416666667,0.00303962
148,16,0.08877314814814825,0.4152578125,0.1613425925925927,0.09813281249999992,0.01583300
149,16,0.05532407407407413,0.6541979166666666,0.10972222222222222,0.07077083333333345,0.00776513
150,16,0.4901620370370371,0.7303593749999999,0.1030092592592592,0.10855208333333337,0.01118187
151,16,0.5107638888888889,0.7831041666666666,0.10254629629629634,0.07858593750000012,0.00805870
152,16,0.3908194444444445,0.8832057291666666,0.06326851851851845,0.09003645833333315,0.00569647
153,16,0.32037037037037047,0.8149348958333332,0.09444444444444444,0.08393489583333355,0.00792718
154,16,0.6796296296296297,0.8326458333333333,0.10925925925925936,0.0797604166666666,0.00871456
155,16,0.5478101851851852,0.8683307291666665,0.07003240740740735,0.06777083333333316,0.00474615
155,17,0.14398148148148146,0.4550416666666666,0.09166666666666666,0.10059375,0.00922109
156,17,0.3429398148148148,0.4588828124999999,0.11736111111111107,0.09681770833333339,0.01136263
157,17,0.32743055555555556,0.5258880208333333,0.11597222222222223,0.07869531250000002,0.00912647
158,17,0.5665509259259258,0.5586276041666667,0.12384259259259255,0.09524218749999988,0.01179504
159,17,0.6898148148148148,0.5031536458333333,0.12037037037037039,0.06556770833333339,0.00789241
160,17,0.6285879629629629,0.45725781249999997,0.06458333333333334,0.04706510416666667,0.00303962
161,17,0.9112268518518517,0.4152578125,0.1613425925925927,0.09813281249999997,0.01583300
162,17,0.9446759259259259,0.6541979166666666,0.10972222222222222,0.07077083333333345,0.00776513
163,17,0.5098379629629629,0.7303593749999999,0.1030092592592592,0.10855208333333337,0.01118187
164,17,0.4892361111111111,0.7831041666666666,0.10254629629629634,0.07858593750000012,0.00805870
165,17,0.6091805555555555,0.8832057291666666,0.06326851851851845,0.09003645833333315,0.00569647
166,17,0.6796296296296295,0.8149348958333332,0.09444444444444436,0.08393489583333347,0.00792718
167,17,0.32037037037037036,0.8326458333333333,0.10925925925925929,0.0797604166666666,0.00871456
168,17,0.4521898148148148,0.8683307291666665,0.07003240740740735,0.06777083333333316,0.00474615
168,18,0.3605555555555555,0.4651197916666666,0.12274074074074075,0.13674479166666664,0.01678416
169,18,0.7379259259259259,0.5449635416666666,0.15306481481481488,0.14050000000000012,0.02150561
170,18,0.5295925925925926,0.4886875,0.0926759259259258,0.12436458333333338,0.01152560
171,18,0.7646944444444443,0.8036510416666666,0.10597222222222216,0.13620312499999976,0.01443375
172,18,0.694537037037037,0.6341979166666667,0.1764074074074074,0.1442708333333334,0.02545044
173,18,0.5529351851851851,0.8538697916666667,0.10796296296296283,0.13291666666666657,0.01435008
174,18,0.45491666666666664,0.8833125,0.07623148148148147,0.08850520833333313,0.00674688
175,18,0.8975925925925926,0.9637083333333333,0.06932407407407418,0.0725833333333334,0.00503177
176,18,0.9779074074074074,0.8108072916666667,0.044185185185185105,0.1044062499999999,0.00461321
177,18,0.8203703703703703,0.9072916666666666,0.08703703703703715,0.071875,0.00625579
178,18,0.15108333333333335,0.6403645833333333,0.0756111111111111,0.08489583333333339,0.00641907
179,18,0.06559259259259258,0.5783854166666667,0.10833333333333334,0.1526041666666666,0.01653212
180,18,0.08133333333333334,0.6940104166666666,0.10277777777777777,0.07864583333333339,0.00808304
181,18,0.5900277777777778,0.9754375,0.04331481481481474,0.04807812499999997,0.00208250
182,18,0.5446018518518518,0.9401093749999999,0.04331481481481474,0.0784427083333334,0.00339773
183,18,0.5070925925925925,0.9329791666666665,0.046481481481481526,0.07011979166666685,0.00325927
183,19,0.33269010416666667,0.948287037037037,0.04708854166666674,0.10188425925925912,0.00479758
184,19,0.16542447916666667,0.7115231481481481,0.0699713541666667,0.15569907407407402,0.01089448
185,19,0.5902317708333332,0.5357962962962962,0.05839062500000001,0.1907870370370369,0.01114017
186,19,0.05888541666666667,0.33140740740740743,0.05911718749999999,0.14656944444444442,0.00866477
187,19,0.26094270833333333,0.4108796296296296,0.06355208333333336,0.130462962962963,0.00829119
188,19,0.33274218749999995,0.6360648148148148,0.07391406250000002,0.1899027777777778,0.01403649
189,19,0.4336822916666666,0.341912037037037,0.06141927083333325,0.15012499999999995,0.00922057
190,19,0.3945234375,0.6258287037037036,0.07181510416666667,0.22018518518518507,0.01581262
191,19,0.297140625,0.5556805555555555,0.06802864583333337,0.1680648148148148,0.01143322
192,19,0.12268749999999999,0.4705972222222222,0.07011979166666667,0.16512037037037036,0.01157821
193,19,0.5243046874999999,0.2885787037037037,0.03645833333333339,0.09568055555555562,0.00348835
194,19,0.10199739583333334,0.6053240740740741,0.05555468750000001,0.10262499999999998,0.00570130
195,19,0.6631953125,0.5679027777777778,0.03298697916666669,0.11882870370370378,0.00391980
196,19,0.6352005208333333,0.5428240740740741,0.03428906250000008,0.1720694444444444,0.00590010
196,20,0.6394444444444445,0.4651197916666666,0.12274074074074075,0.13674479166666664,0.01678416
197,20,0.2620740740740741,0.5449635416666666,0.1530648148148148,0.14050000000000012,0.02150561
198,20,0.4704074074074074,0.4886875,0.0926759259259258,0.12436458333333338,0.01152560
199,20,0.23530555555555566,0.8036510416666666,0.10597222222222216,0.13620312499999976,0.01443375
200,20,0.30546296296296305,0.6341979166666667,0.1764074074074074,0.1442708333333334,0.02545044
201,20,0.44706481481481486,0.8538697916666667,0.10796296296296283,0.13291666666666657,0.01435008
202,20,0.5450833333333334,0.8833125,0.07623148148148147,0.08850520833333313,0.00674688
203,20,0.10240740740740743,0.9637083333333333,0.06932407407407418,0.0725833333333334,0.00503177
204,20,0.022092592592592553,0.8108072916666667,0.044185185185185105,0.1044062499999999,0.00461321
205,20,0.1796296296296297,0.9072916666666666,0.08703703703703715,0.071875,0.00625579
206,20,0.8489166666666667,0.6403645833333333,0.07561111111111118,0.08489583333333339,0.00641907
207,20,0.9344074074074074,0.5783854166666667,0.10833333333333334,0.1526041666666666,0.01653212
208,20,0.9186666666666667,0.6940104166666666,0.10277777777777777,0.07864583333333339,0.00808304
209,20,0.40997222222222224,0.9754375,0.04331481481481474,0.04807812499999997,0.00208250
210,20,0.4553981481481482,0.9401093749999999,0.04331481481481474,0.0784427083333334,0.00339773
211,20,0.49290740740740746,0.9329791666666665,0.046481481481481526,0.07011979166666685,0.00325927
211,21,0.33171296296296293,0.5593489583333333,0.149537037037037,0.11062760416666677,0.01654292
212,21,0.05520833333333333,0.6362213541666667,0.10486111111111111,0.12755468750000015,0.01337553
213,21,0.4597222222222222,0.7962031249999999,0.08611111111111111,0.07130989583333332,0.00614057
214,21,0.9388888888888889,0.693984375,0.10925925925925936,0.0778125000000001,0.00850174
215,21,0.688773148148148,0.5630494791666667,0.12986111111111112,0.0854739583333334,0.01109974
216,21,0.7914351851851851,0.63825,0.15231481481481493,0.11181510416666658,0.01703110
217,21,0.25787037037037036,0.9442630208333332,0.08055555555555556,0.09399479166666644,0.00757180
218,21,0.6422453703703703,0.7659270833333333,0.10625,0.09018489583333356,0.00958215
219,21,0.7302083333333333,0.8060885416666667,0.08819444444444445,0.0912109375,0.00804430
220,21,0.8915509259259259,0.8331848958333332,0.07245370370370381,0.051528645833333185,0.00373344
221,21,0.8442129629629629,0.7849999999999999,0.06342592592592602,0.022861979166666657,0.00145004
222,21,0.795986111111111,0.9184296875,0.06111111111111111,0.06672135416666655,0.00407742
223,21,0.739361111111111,0.9291354166666667,0.08119907407407412,0.08319791666666668,0.00675559
224,21,0.8620370370370369,0.9426458333333333,0.05370370370370381,0.039361979166666575,0.00211388
225,21,0.8975925925925926,0.8820625,0.06555555555555562,0.05037500000000002,0.00330236
226,21,0.01787037037037037,0.9828645833333333,0.03203703703703703,0.03427083333333343,0.00109794
227,21,0.19166666666666668,0.9849479166666665,0.044444444444444446,0.030104166666666644,0.00133796
228,21,0.9810185185185184,0.8015286458333332,0.03796296296296286,0.03305729166666645,0.00125495
228,22,0.6531064814814815,0.9166666666666666,0.13161574074074073,0.08258854166666688,0.01086995
229,22,0.12811574074074075,0.5992083333333333,0.137,0.11932291666666668,0.01634724
230,22,0.20632407407407408,0.8244505208333333,0.12976851851851853,0.1387161458333334,0.01800099
231,22,0.2828101851851852,0.5155078125,0.09776851851851849,0.10196354166666666,0.00996882
232,22,0.11699537037037039,0.9271848958333333,0.11377314814814818,0.1393593750000001,0.01585535
233,22,0.019675925925925927,0.6924479166666666,0.03935185185185185,0.1140625,0.00448857
234,22,0.2867777777777778,0.6267890625,0.10009722222222221,0.10239062500000014,0.01024902
235,22,0.8424444444444443,0.3085,0.15846759259259247,0.05932291666666671,0.00940076
236,22,0.5781851851851852,0.41358854166666664,0.17259259259259274,0.04800520833333337,0.00828534
237,22,0.1141574074074074,0.7351276041666666,0.06708796296296297,0.06961197916666677,0.00467013
238,22,0.5248009259259259,0.36700260416666663,0.1660046296296296,0.048734374999999996,0.00809013
239,22,0.7926574074074074,0.36811718749999994,0.17791203703703692,0.07626562500000005,0.01356857
240,22,0.9335324074074074,0.3967630208333333,0.13293518518518524,0.060640625000000004,0.00806127
241,22,0.9627314814814815,0.44177864583333337,0.07361111111111111,0.045015625000000094,0.00331365
242,22,0.9662685185185184,0.5245546875,0.06745833333333325,0.048361979166666735,0.00326242
242,23,0.6682870370370371,0.5593489583333333,0.149537037037037,0.11062760416666677,0.01654292
243,23,0.9447916666666667,0.6362213541666667,0.10486111111111111,0.12755468750000015,0.01337553
244,23,0.5402777777777777,0.7962031249999999,0.08611111111111111,0.07130989583333332,0.00614057
245,23,0.06111111111111111,0.693984375,0.10925925925925936,0.0778125000000001,0.00850174
246,23,0.3112268518518519,0.5630494791666667,0.12986111111111112,0.0854739583333334,0.01109974
247,23,0.20856481481481493,0.63825,0.15231481481481493,0.11181510416666658,0.01703110
248,23,0.7421296296296297,0.9442630208333332,0.08055555555555556,0.09399479166666644,0.00757180
249,23,0.3577546296296297,0.7659270833333333,0.10625,0.09018489583333356,0.00958215
250,23,0.26979166666666665,0.8060885416666667,0.08819444444444445,0.0912109375,0.00804430
251,23,0.10844907407407413,0.8331848958333332,0.07245370370370381,0.051528645833333185,0.00373344
252,23,0.15578703703703714,0.7849999999999999,0.06342592592592602,0.022861979166666657,0.00145004
253,23,0.20401388888888902,0.9184296875,0.06111111111111111,0.06672135416666655,0.00407742
254,23,0.260638888888889,0.9291354166666667,0.08119907407407403,0.08319791666666668,0.00675559
255,23,0.137962962962963,0.9426458333333333,0.05370370370370381,0.039361979166666575,0.00211388
256,23,0.10240740740740743,0.8820625,0.06555555555555562,0.05037500000000002,0.00330236
257,23,0.9821296296296296,0.9828645833333333,0.032037037037036954,0.03427083333333343,0.00109794
258,23,0.8083333333333333,0.9849479166666665,0.044444444444444446,0.030104166666666644,0.00133796
259,23,0.018981481481481585,0.8015286458333332,0.03796296296296286,0.03305729166666645,0.00125495
259,25,0.33171296296296293,0.5593489583333333,0.149537037037037,0.11062760416666677,0.01654292
260,25,0.05520833333333333,0.6362213541666667,0.10486111111111111,0.12755468750000015,0.01337553
261,25,0.4597222222222222,0.7962031249999999,0.08611111111111111,0.07130989583333322,0.00614057
262,25,0.9388888888888889,0.693984375,0.10925925925925936,0.0778125000000001,0.00850174
263,25,0.688773148148148,0.5630494791666667,0.12986111111111112,0.0854739583333334,0.01109974
264,25,0.7914351851851851,0.63825,0.15231481481481493,0.11181510416666658,0.01703110
265,25,0.25787037037037036,0.9442630208333332,0.08055555555555556,0.09399479166666644,0.00757180
266,25,0.6422453703703703,0.7659270833333333,0.10625,0.09018489583333347,0.00958215
267,25,0.7302083333333333,0.8060885416666667,0.08819444444444445,0.0912109375,0.00804430
268,25,0.8915509259259259,0.8331848958333332,0.07245370370370381,0.051528645833333185,0.00373344
269,25,0.8442129629629629,0.7849999999999999,0.06342592592592602,0.022861979166666657,0.00145004
270,25,0.795986111111111,0.9184296875,0.06111111111111111,0.06672135416666655,0.00407742
271,25,0.739361111111111,0.9291354166666667,0.08119907407407403,0.08319791666666668,0.00675559
272,25,0.8620370370370369,0.9426458333333333,0.05370370370370381,0.039361979166666575,0.00211388
273,25,0.8975925925925926,0.8820625,0.06555555555555562,0.05037500000000002,0.00330236
274,25,0.01787037037037037,0.9828645833333333,0.03203703703703703,0.03427083333333343,0.00109794
275,25,0.19166666666666668,0.9849479166666665,0.044444444444444446,0.030104166666666644,0.00133796
276,25,0.9810185185185184,0.8015286458333332,0.03796296296296286,0.03305729166666653,0.00125495
276,26,0.6055555555555555,0.60234375,0.06851851851851858,0.04427083333333339,0.00303337
276,27,0.33269010416666667,0.948287037037037,0.04708854166666674,0.10188425925925912,0.00479758
277,27,0.16542447916666667,0.7115231481481481,0.06997135416666671,0.15569907407407393,0.01089448
278,27,0.5902317708333332,0.5357962962962962,0.05839062500000001,0.1907870370370369,0.01114017
279,27,0.05888541666666667,0.33140740740740743,0.05911718749999999,0.14656944444444442,0.00866477
280,27,0.26094270833333333,0.4108796296296296,0.06355208333333336,0.13046296296296306,0.00829119
281,27,0.33274218749999995,0.6360648148148148,0.07391406250000002,0.1899027777777778,0.01403649
282,27,0.4336822916666666,0.341912037037037,0.06141927083333325,0.15012499999999995,0.00922057
